province_code,year,month,influenza,influenza_death,dengue_fever,dengue_fever_death,diarrhoea,diarrhoea_death,date1
15,1997,1,4334,0,77,0,827,0,1997-01-15
15,1997,1,4334,0,77,0,827,0,1997-01-15
15,1997,1,4334,0,77,0,827,0,1997-01-15
15,1997,1,4334,0,77,0,827,0,1997-01-15
30,1997,1,2241,0,77,0,993,0,1997-01-15
30,1997,1,2241,0,77,0,993,0,1997-01-15
30,1997,1,2241,0,77,0,993,0,1997-01-15
27,1997,1,2001,0,77,0,722,0,1997-01-15
27,1997,1,2001,0,77,0,722,0,1997-01-15
27,1997,1,2001,0,77,0,722,0,1997-01-15
27,1997,1,2001,0,77,0,722,0,1997-01-15
27,1997,1,2001,0,77,0,722,0,1997-01-15
27,1997,1,2001,0,77,0,722,0,1997-01-15
27,1997,1,2001,0,77,0,722,0,1997-01-15
27,1997,1,2001,0,77,0,722,0,1997-01-15
3,1997,1,467,0,77,0,232,0,1997-01-15
3,1997,1,467,0,77,0,232,0,1997-01-15
3,1997,1,467,0,77,0,232,0,1997-01-15
3,1997,1,467,0,77,0,232,0,1997-01-15
29,1997,1,631,0,77,0,267,0,1997-01-15
29,1997,1,631,0,77,0,267,0,1997-01-15
25,1997,1,613,0,77,0,428,0,1997-01-15
16,1997,1,621,0,77,0,189,0,1997-01-15
16,1997,1,621,0,77,0,189,0,1997-01-15
16,1997,1,621,0,77,0,189,0,1997-01-15
16,1997,1,621,0,77,0,189,0,1997-01-15
7,1997,1,407,0,77,0,236,0,1997-01-15
7,1997,1,407,0,77,0,236,0,1997-01-15
31,1997,1,91,0,77,0,100,0,1997-01-15
31,1997,1,91,0,77,0,100,0,1997-01-15
24,1997,1,42,0,77,0,124,0,1997-01-15
24,1997,1,42,0,77,0,124,0,1997-01-15
4,1997,1,1779,0,77,0,512,0,1997-01-15
4,1997,1,1779,0,77,0,512,0,1997-01-15
20,1997,1,940,0,77,0,741,0,1997-01-15
13,1997,1,443,0,77,0,286,0,1997-01-15
13,1997,1,443,0,77,0,286,0,1997-01-15
13,1997,1,443,0,77,0,286,0,1997-01-15
9,1997,1,1152,0,77,0,457,0,1997-01-15
9,1997,1,1152,0,77,0,457,0,1997-01-15
9,1997,1,1152,0,77,0,457,0,1997-01-15
8,1997,1,1251,0,77,0,1218,0,1997-01-15
8,1997,1,1251,0,77,0,1218,0,1997-01-15
8,1997,1,1251,0,77,0,1218,0,1997-01-15
11,1997,1,345,0,5,0,428,0,1997-01-15
11,1997,1,345,0,5,0,428,0,1997-01-15
11,1997,1,345,0,5,0,428,0,1997-01-15
6,1997,1,117,0,2,0,456,0,1997-01-15
15,1997,1,517,0,77,0,1848,0,1997-01-15
15,1997,1,517,0,77,0,1848,0,1997-01-15
15,1997,1,517,0,77,0,1848,0,1997-01-15
10,1997,1,2703,0,77,0,1755,0,1997-01-15
2,1997,1,2241,0,77,0,993,0,1997-01-15
17,1997,1,899,0,77,0,3414,0,1997-01-15
17,1997,1,899,0,77,0,3414,0,1997-01-15
12,1997,1,2470,0,77,0,4741,0,1997-01-15
19,1997,1,608,0,77,0,1915,0,1997-01-15
19,1997,1,608,0,77,0,1915,0,1997-01-15
22,1997,1,6482,0,77,0,3671,0,1997-01-15
22,1997,1,6482,0,77,0,3671,0,1997-01-15
22,1997,1,6482,0,77,0,3671,0,1997-01-15
22,1997,1,6482,0,77,0,3671,0,1997-01-15
22,1997,1,6482,0,77,0,3671,0,1997-01-15
23,1997,1,4928,0,77,0,2354,0,1997-01-15
23,1997,1,4928,0,77,0,2354,0,1997-01-15
23,1997,1,4928,0,77,0,2354,0,1997-01-15
23,1997,1,4928,0,77,0,2354,0,1997-01-15
23,1997,1,4928,0,77,0,2354,0,1997-01-15
23,1997,1,4928,0,77,0,2354,0,1997-01-15
23,1997,1,4928,0,77,0,2354,0,1997-01-15
23,1997,1,4928,0,77,0,2354,0,1997-01-15
21,1997,1,3815,0,77,0,1371,0,1997-01-15
21,1997,1,3815,0,77,0,1371,0,1997-01-15
21,1997,1,3815,0,77,0,1371,0,1997-01-15
38,1997,1,662,0,7,0,550,0,1997-01-15
38,1997,1,662,0,7,0,550,0,1997-01-15
26,1997,1,601,0,77,0,489,0,1997-01-15
26,1997,1,601,0,77,0,489,0,1997-01-15
45,1997,1,346,0,2,0,555,0,1997-01-15
32,1997,1,5,0,77,0,321,0,1997-01-15
49,1997,1,2475,0,23,0,1596,0,1997-01-15
49,1997,1,2475,0,23,0,1596,0,1997-01-15
28,1997,1,986,0,73,0,751,0,1997-01-15
40,1997,1,415,0,153,0,261,0,1997-01-15
40,1997,1,415,0,153,0,261,0,1997-01-15
56,1997,1,365,0,43,0,209,0,1997-01-15
42,1997,1,283,0,163,0,274,0,1997-01-15
43,1997,1,524,0,624,0,396,0,1997-01-15
61,1997,1,2747,0,44,0,828,0,1997-01-15
61,1997,1,2747,0,44,0,828,0,1997-01-15
35,1997,1,1218,0,77,0,869,0,1997-01-15
41,1997,1,1465,0,7,0,481,0,1997-01-15
41,1997,1,1465,0,7,0,481,0,1997-01-15
37,1997,1,2050,0,10,0,705,0,1997-01-15
55,1997,1,2241,0,77,0,993,0,1997-01-15
34,1997,1,390,0,77,0,156,0,1997-01-15
34,1997,1,390,0,77,0,156,0,1997-01-15
57,1997,1,775,0,205,0,203,0,1997-01-15
48,1997,1,382,0,111,0,265,0,1997-01-15
36,1997,1,1213,0,29,0,843,0,1997-01-15
59,1997,1,329,0,77,0,2132,0,1997-01-15
60,1997,1,5,0,159,0,338,0,1997-01-15
52,1997,1,2192,0,170,1,2647,0,1997-01-15
62,1997,1,171,0,286,2,273,0,1997-01-15
46,1997,1,646,0,110,0,1548,0,1997-01-15
39,1997,1,10,0,214,0,4561,0,1997-01-15
63,1997,1,891,0,26,1,1058,0,1997-01-15
51,1997,1,12,0,180,0,1756,0,1997-01-15
64,1997,1,676,0,25,0,846,0,1997-01-15
54,1997,1,256,0,341,0,1056,0,1997-01-15
15,1997,2,2501,0,77,0,1513,0,1997-02-15
15,1997,2,2501,0,77,0,1513,0,1997-02-15
15,1997,2,2501,0,77,0,1513,0,1997-02-15
15,1997,2,2501,0,77,0,1513,0,1997-02-15
30,1997,2,2241,0,77,0,993,0,1997-02-15
30,1997,2,2241,0,77,0,993,0,1997-02-15
30,1997,2,2241,0,77,0,993,0,1997-02-15
27,1997,2,1875,0,77,0,861,0,1997-02-15
27,1997,2,1875,0,77,0,861,0,1997-02-15
27,1997,2,1875,0,77,0,861,0,1997-02-15
27,1997,2,1875,0,77,0,861,0,1997-02-15
27,1997,2,1875,0,77,0,861,0,1997-02-15
27,1997,2,1875,0,77,0,861,0,1997-02-15
27,1997,2,1875,0,77,0,861,0,1997-02-15
27,1997,2,1875,0,77,0,861,0,1997-02-15
3,1997,2,99,0,77,0,21,0,1997-02-15
3,1997,2,99,0,77,0,21,0,1997-02-15
3,1997,2,99,0,77,0,21,0,1997-02-15
3,1997,2,99,0,77,0,21,0,1997-02-15
29,1997,2,1302,0,77,0,971,0,1997-02-15
29,1997,2,1302,0,77,0,971,0,1997-02-15
25,1997,2,821,0,77,0,577,0,1997-02-15
16,1997,2,383,0,77,0,520,0,1997-02-15
16,1997,2,383,0,77,0,520,0,1997-02-15
16,1997,2,383,0,77,0,520,0,1997-02-15
16,1997,2,383,0,77,0,520,0,1997-02-15
7,1997,2,504,0,77,0,196,0,1997-02-15
7,1997,2,504,0,77,0,196,0,1997-02-15
31,1997,2,154,0,77,0,119,0,1997-02-15
31,1997,2,154,0,77,0,119,0,1997-02-15
24,1997,2,144,0,77,0,133,0,1997-02-15
24,1997,2,144,0,77,0,133,0,1997-02-15
4,1997,2,1070,0,77,0,427,0,1997-02-15
4,1997,2,1070,0,77,0,427,0,1997-02-15
20,1997,2,785,0,77,0,693,0,1997-02-15
13,1997,2,807,0,77,0,169,0,1997-02-15
13,1997,2,807,0,77,0,169,0,1997-02-15
13,1997,2,807,0,77,0,169,0,1997-02-15
9,1997,2,916,0,77,0,474,0,1997-02-15
9,1997,2,916,0,77,0,474,0,1997-02-15
9,1997,2,916,0,77,0,474,0,1997-02-15
8,1997,2,2063,0,1,0,2023,0,1997-02-15
8,1997,2,2063,0,1,0,2023,0,1997-02-15
8,1997,2,2063,0,1,0,2023,0,1997-02-15
11,1997,2,565,0,77,0,776,0,1997-02-15
11,1997,2,565,0,77,0,776,0,1997-02-15
11,1997,2,565,0,77,0,776,0,1997-02-15
6,1997,2,277,0,1,0,742,0,1997-02-15
15,1997,2,816,0,77,0,1822,0,1997-02-15
15,1997,2,816,0,77,0,1822,0,1997-02-15
15,1997,2,816,0,77,0,1822,0,1997-02-15
10,1997,2,252,0,77,0,1496,0,1997-02-15
2,1997,2,2041,0,77,0,993,0,1997-02-15
17,1997,2,732,0,77,0,2672,0,1997-02-15
17,1997,2,732,0,77,0,2672,0,1997-02-15
12,1997,2,2619,0,77,0,4419,0,1997-02-15
19,1997,2,807,0,77,0,1909,0,1997-02-15
19,1997,2,807,0,77,0,1909,0,1997-02-15
22,1997,2,8443,0,77,0,4944,0,1997-02-15
22,1997,2,8443,0,77,0,4944,0,1997-02-15
22,1997,2,8443,0,77,0,4944,0,1997-02-15
22,1997,2,8443,0,77,0,4944,0,1997-02-15
22,1997,2,8443,0,77,0,4944,0,1997-02-15
23,1997,2,2764,0,77,0,2622,0,1997-02-15
23,1997,2,2764,0,77,0,2622,0,1997-02-15
23,1997,2,2764,0,77,0,2622,0,1997-02-15
23,1997,2,2764,0,77,0,2622,0,1997-02-15
23,1997,2,2764,0,77,0,2622,0,1997-02-15
23,1997,2,2764,0,77,0,2622,0,1997-02-15
23,1997,2,2764,0,77,0,2622,0,1997-02-15
23,1997,2,2764,0,77,0,2622,0,1997-02-15
21,1997,2,4274,0,77,0,1619,0,1997-02-15
21,1997,2,4274,0,77,0,1619,0,1997-02-15
21,1997,2,4274,0,77,0,1619,0,1997-02-15
38,1997,2,1297,0,2,0,782,0,1997-02-15
38,1997,2,1297,0,2,0,782,0,1997-02-15
26,1997,2,704,0,77,0,551,0,1997-02-15
26,1997,2,704,0,77,0,551,0,1997-02-15
45,1997,2,479,0,15,0,756,0,1997-02-15
32,1997,2,2,0,2,0,407,0,1997-02-15
49,1997,2,2324,0,15,0,1624,0,1997-02-15
49,1997,2,2324,0,15,0,1624,0,1997-02-15
28,1997,2,1020,0,33,0,698,0,1997-02-15
40,1997,2,552,0,73,0,440,0,1997-02-15
40,1997,2,552,0,73,0,440,0,1997-02-15
56,1997,2,367,0,18,0,273,0,1997-02-15
42,1997,2,489,0,128,0,710,0,1997-02-15
43,1997,2,466,0,234,0,401,0,1997-02-15
61,1997,2,1576,0,414,0,1064,0,1997-02-15
61,1997,2,1576,0,414,0,1064,0,1997-02-15
35,1997,2,1770,0,77,0,1259,0,1997-02-15
41,1997,2,1804,0,77,0,1300,0,1997-02-15
41,1997,2,1804,0,77,0,1300,0,1997-02-15
37,1997,2,2034,0,3,0,1379,0,1997-02-15
55,1997,2,2241,0,77,0,993,0,1997-02-15
34,1997,2,211,0,4,0,371,0,1997-02-15
34,1997,2,211,0,4,0,371,0,1997-02-15
57,1997,2,1075,0,57,0,359,0,1997-02-15
48,1997,2,302,0,80,0,269,0,1997-02-15
36,1997,2,1097,0,23,0,817,0,1997-02-15
59,1997,2,329,0,87,0,1686,0,1997-02-15
60,1997,2,2241,0,58,0,493,0,1997-02-15
52,1997,2,1817,0,48,0,3401,0,1997-02-15
62,1997,2,936,0,220,2,502,0,1997-02-15
46,1997,2,488,0,62,0,1645,0,1997-02-15
39,1997,2,7,0,212,0,4203,0,1997-02-15
63,1997,2,1097,0,20,0,1047,0,1997-02-15
51,1997,2,155,0,108,0,1763,0,1997-02-15
64,1997,2,901,0,49,0,1543,0,1997-02-15
54,1997,2,115,0,102,0,776,0,1997-02-15
15,1997,3,4187,0,77,0,2335,0,1997-03-15
15,1997,3,4187,0,77,0,2335,0,1997-03-15
15,1997,3,4187,0,77,0,2335,0,1997-03-15
15,1997,3,4187,0,77,0,2335,0,1997-03-15
30,1997,3,2241,0,77,0,993,0,1997-03-15
30,1997,3,2241,0,77,0,993,0,1997-03-15
30,1997,3,2241,0,77,0,993,0,1997-03-15
27,1997,3,1904,0,77,0,987,0,1997-03-15
27,1997,3,1904,0,77,0,987,0,1997-03-15
27,1997,3,1904,0,77,0,987,0,1997-03-15
27,1997,3,1904,0,77,0,987,0,1997-03-15
27,1997,3,1904,0,77,0,987,0,1997-03-15
27,1997,3,1904,0,77,0,987,0,1997-03-15
27,1997,3,1904,0,77,0,987,0,1997-03-15
27,1997,3,1904,0,77,0,987,0,1997-03-15
3,1997,3,560,0,77,0,215,0,1997-03-15
3,1997,3,560,0,77,0,215,0,1997-03-15
3,1997,3,560,0,77,0,215,0,1997-03-15
3,1997,3,560,0,77,0,215,0,1997-03-15
29,1997,3,949,0,77,0,708,0,1997-03-15
29,1997,3,949,0,77,0,708,0,1997-03-15
25,1997,3,764,0,77,0,866,0,1997-03-15
16,1997,3,1038,0,77,0,752,0,1997-03-15
16,1997,3,1038,0,77,0,752,0,1997-03-15
16,1997,3,1038,0,77,0,752,0,1997-03-15
16,1997,3,1038,0,77,0,752,0,1997-03-15
7,1997,3,594,0,77,0,217,0,1997-03-15
7,1997,3,594,0,77,0,217,0,1997-03-15
31,1997,3,439,0,77,0,212,0,1997-03-15
31,1997,3,439,0,77,0,212,0,1997-03-15
24,1997,3,494,0,77,0,470,0,1997-03-15
24,1997,3,494,0,77,0,470,0,1997-03-15
4,1997,3,58499,0,77,0,715,0,1997-03-15
4,1997,3,58499,0,77,0,715,0,1997-03-15
20,1997,3,1072,0,77,0,1044,0,1997-03-15
13,1997,3,2012,0,77,0,870,0,1997-03-15
13,1997,3,2012,0,77,0,870,0,1997-03-15
13,1997,3,2012,0,77,0,870,0,1997-03-15
9,1997,3,1374,0,77,0,583,0,1997-03-15
9,1997,3,1374,0,77,0,583,0,1997-03-15
9,1997,3,1374,0,77,0,583,0,1997-03-15
8,1997,3,1678,0,77,0,1235,0,1997-03-15
8,1997,3,1678,0,77,0,1235,0,1997-03-15
8,1997,3,1678,0,77,0,1235,0,1997-03-15
11,1997,3,586,0,13,0,620,0,1997-03-15
11,1997,3,586,0,13,0,620,0,1997-03-15
11,1997,3,586,0,13,0,620,0,1997-03-15
6,1997,3,502,0,2,0,614,0,1997-03-15
15,1997,3,2032,0,77,0,4891,0,1997-03-15
15,1997,3,2032,0,77,0,4891,0,1997-03-15
15,1997,3,2032,0,77,0,4891,0,1997-03-15
10,1997,3,2426,0,77,0,1634,0,1997-03-15
2,1997,3,1263,0,77,0,1079,0,1997-03-15
17,1997,3,952,0,77,0,2070,0,1997-03-15
17,1997,3,952,0,77,0,2070,0,1997-03-15
12,1997,3,2910,0,77,0,4453,0,1997-03-15
19,1997,3,787,0,77,0,2085,0,1997-03-15
19,1997,3,787,0,77,0,2085,0,1997-03-15
22,1997,3,8653,0,77,0,4554,0,1997-03-15
22,1997,3,8653,0,77,0,4554,0,1997-03-15
22,1997,3,8653,0,77,0,4554,0,1997-03-15
22,1997,3,8653,0,77,0,4554,0,1997-03-15
22,1997,3,8653,0,77,0,4554,0,1997-03-15
23,1997,3,4408,0,77,0,2418,0,1997-03-15
23,1997,3,4408,0,77,0,2418,0,1997-03-15
23,1997,3,4408,0,77,0,2418,0,1997-03-15
23,1997,3,4408,0,77,0,2418,0,1997-03-15
23,1997,3,4408,0,77,0,2418,0,1997-03-15
23,1997,3,4408,0,77,0,2418,0,1997-03-15
23,1997,3,4408,0,77,0,2418,0,1997-03-15
23,1997,3,4408,0,77,0,2418,0,1997-03-15
21,1997,3,2989,0,77,0,1561,0,1997-03-15
21,1997,3,2989,0,77,0,1561,0,1997-03-15
21,1997,3,2989,0,77,0,1561,0,1997-03-15
38,1997,3,2241,0,77,0,837,0,1997-03-15
38,1997,3,2241,0,77,0,837,0,1997-03-15
26,1997,3,404,0,5,0,470,0,1997-03-15
26,1997,3,404,0,5,0,470,0,1997-03-15
45,1997,3,363,0,77,0,782,0,1997-03-15
32,1997,3,468,0,77,0,273,0,1997-03-15
49,1997,3,3128,0,22,0,1807,0,1997-03-15
49,1997,3,3128,0,22,0,1807,0,1997-03-15
28,1997,3,976,0,20,0,926,0,1997-03-15
40,1997,3,411,0,467,0,342,0,1997-03-15
40,1997,3,411,0,467,0,342,0,1997-03-15
56,1997,3,749,0,69,0,441,0,1997-03-15
42,1997,3,568,0,80,0,526,0,1997-03-15
43,1997,3,708,0,218,0,409,0,1997-03-15
61,1997,3,1737,0,516,0,1283,0,1997-03-15
61,1997,3,1737,0,516,0,1283,0,1997-03-15
35,1997,3,2465,0,77,0,1380,0,1997-03-15
41,1997,3,2660,0,5,0,1323,0,1997-03-15
41,1997,3,2660,0,5,0,1323,0,1997-03-15
37,1997,3,2511,0,5,0,1369,1,1997-03-15
55,1997,3,2241,0,77,0,993,0,1997-03-15
34,1997,3,403,0,1,0,438,0,1997-03-15
34,1997,3,403,0,1,0,438,0,1997-03-15
57,1997,3,703,0,27,0,479,0,1997-03-15
48,1997,3,420,0,52,0,458,0,1997-03-15
36,1997,3,803,0,15,0,975,0,1997-03-15
59,1997,3,412,0,26,1,2418,0,1997-03-15
60,1997,3,2241,0,32,0,301,0,1997-03-15
52,1997,3,1961,0,37,1,3119,1,1997-03-15
62,1997,3,402,0,184,5,554,0,1997-03-15
46,1997,3,409,0,77,0,2751,0,1997-03-15
39,1997,3,9,0,42,0,4879,0,1997-03-15
63,1997,3,740,0,24,0,1222,0,1997-03-15
51,1997,3,601,0,69,0,2599,0,1997-03-15
64,1997,3,16,0,20,0,617,0,1997-03-15
54,1997,3,115,0,102,0,776,0,1997-03-15
15,1997,4,1977,0,77,0,1313,0,1997-04-15
15,1997,4,1977,0,77,0,1313,0,1997-04-15
15,1997,4,1977,0,77,0,1313,0,1997-04-15
15,1997,4,1977,0,77,0,1313,0,1997-04-15
30,1997,4,2241,0,77,0,993,0,1997-04-15
30,1997,4,2241,0,77,0,993,0,1997-04-15
30,1997,4,2241,0,77,0,993,0,1997-04-15
27,1997,4,1627,0,77,0,960,0,1997-04-15
27,1997,4,1627,0,77,0,960,0,1997-04-15
27,1997,4,1627,0,77,0,960,0,1997-04-15
27,1997,4,1627,0,77,0,960,0,1997-04-15
27,1997,4,1627,0,77,0,960,0,1997-04-15
27,1997,4,1627,0,77,0,960,0,1997-04-15
27,1997,4,1627,0,77,0,960,0,1997-04-15
27,1997,4,1627,0,77,0,960,0,1997-04-15
3,1997,4,343,0,1,0,196,0,1997-04-15
3,1997,4,343,0,1,0,196,0,1997-04-15
3,1997,4,343,0,1,0,196,0,1997-04-15
3,1997,4,343,0,1,0,196,0,1997-04-15
29,1997,4,1314,0,77,0,964,0,1997-04-15
29,1997,4,1314,0,77,0,964,0,1997-04-15
25,1997,4,1136,0,77,0,1273,0,1997-04-15
16,1997,4,1006,0,77,0,628,0,1997-04-15
16,1997,4,1006,0,77,0,628,0,1997-04-15
16,1997,4,1006,0,77,0,628,0,1997-04-15
16,1997,4,1006,0,77,0,628,0,1997-04-15
7,1997,4,567,0,77,0,247,0,1997-04-15
7,1997,4,567,0,77,0,247,0,1997-04-15
31,1997,4,210,0,77,0,211,0,1997-04-15
31,1997,4,210,0,77,0,211,0,1997-04-15
24,1997,4,427,0,77,0,618,0,1997-04-15
24,1997,4,427,0,77,0,618,0,1997-04-15
4,1997,4,1550,0,77,0,740,0,1997-04-15
4,1997,4,1550,0,77,0,740,0,1997-04-15
20,1997,4,1466,0,77,0,1540,0,1997-04-15
13,1997,4,875,0,77,0,543,0,1997-04-15
13,1997,4,875,0,77,0,543,0,1997-04-15
13,1997,4,875,0,77,0,543,0,1997-04-15
9,1997,4,1327,0,77,0,584,0,1997-04-15
9,1997,4,1327,0,77,0,584,0,1997-04-15
9,1997,4,1327,0,77,0,584,0,1997-04-15
8,1997,4,1717,0,2,0,1502,0,1997-04-15
8,1997,4,1717,0,2,0,1502,0,1997-04-15
8,1997,4,1717,0,2,0,1502,0,1997-04-15
11,1997,4,533,0,12,0,625,0,1997-04-15
11,1997,4,533,0,12,0,625,0,1997-04-15
11,1997,4,533,0,12,0,625,0,1997-04-15
6,1997,4,421,0,2,0,842,0,1997-04-15
15,1997,4,646,0,6,0,6240,0,1997-04-15
15,1997,4,646,0,6,0,6240,0,1997-04-15
15,1997,4,646,0,6,0,6240,0,1997-04-15
10,1997,4,2618,0,77,0,1695,0,1997-04-15
2,1997,4,1016,0,77,0,1293,0,1997-04-15
17,1997,4,1237,0,77,0,2444,0,1997-04-15
17,1997,4,1237,0,77,0,2444,0,1997-04-15
12,1997,4,2595,0,77,0,5290,0,1997-04-15
19,1997,4,783,0,77,0,1542,0,1997-04-15
19,1997,4,783,0,77,0,1542,0,1997-04-15
22,1997,4,7994,0,77,0,3980,0,1997-04-15
22,1997,4,7994,0,77,0,3980,0,1997-04-15
22,1997,4,7994,0,77,0,3980,0,1997-04-15
22,1997,4,7994,0,77,0,3980,0,1997-04-15
22,1997,4,7994,0,77,0,3980,0,1997-04-15
23,1997,4,5611,0,77,0,3104,0,1997-04-15
23,1997,4,5611,0,77,0,3104,0,1997-04-15
23,1997,4,5611,0,77,0,3104,0,1997-04-15
23,1997,4,5611,0,77,0,3104,0,1997-04-15
23,1997,4,5611,0,77,0,3104,0,1997-04-15
23,1997,4,5611,0,77,0,3104,0,1997-04-15
23,1997,4,5611,0,77,0,3104,0,1997-04-15
23,1997,4,5611,0,77,0,3104,0,1997-04-15
21,1997,4,5115,0,77,0,2153,0,1997-04-15
21,1997,4,5115,0,77,0,2153,0,1997-04-15
21,1997,4,5115,0,77,0,2153,0,1997-04-15
38,1997,4,1082,0,77,0,804,0,1997-04-15
38,1997,4,1082,0,77,0,804,0,1997-04-15
26,1997,4,531,0,18,0,467,0,1997-04-15
26,1997,4,531,0,18,0,467,0,1997-04-15
45,1997,4,917,0,18,0,1202,0,1997-04-15
32,1997,4,475,0,11,0,303,0,1997-04-15
49,1997,4,2284,0,10,0,1818,0,1997-04-15
49,1997,4,2284,0,10,0,1818,0,1997-04-15
28,1997,4,1256,0,55,0,899,0,1997-04-15
40,1997,4,151,0,46,0,281,0,1997-04-15
40,1997,4,151,0,46,0,281,0,1997-04-15
56,1997,4,956,0,92,0,407,0,1997-04-15
42,1997,4,346,0,113,0,546,0,1997-04-15
43,1997,4,493,0,294,0,494,0,1997-04-15
61,1997,4,1646,0,404,0,929,0,1997-04-15
61,1997,4,1646,0,404,0,929,0,1997-04-15
35,1997,4,2277,0,77,0,1450,0,1997-04-15
41,1997,4,845,0,7,0,520,0,1997-04-15
41,1997,4,845,0,7,0,520,0,1997-04-15
37,1997,4,2773,0,7,0,1522,2,1997-04-15
55,1997,4,2241,0,77,0,993,0,1997-04-15
34,1997,4,529,0,3,0,461,0,1997-04-15
34,1997,4,529,0,3,0,461,0,1997-04-15
57,1997,4,1079,0,72,0,531,0,1997-04-15
48,1997,4,320,0,47,0,669,0,1997-04-15
36,1997,4,848,0,24,0,87,0,1997-04-15
59,1997,4,735,0,35,0,2573,0,1997-04-15
60,1997,4,2241,0,30,0,241,0,1997-04-15
52,1997,4,1741,0,36,0,2846,0,1997-04-15
62,1997,4,234,0,345,3,525,0,1997-04-15
46,1997,4,685,0,47,0,2539,0,1997-04-15
39,1997,4,1,0,117,0,4658,0,1997-04-15
63,1997,4,752,0,22,0,1100,0,1997-04-15
51,1997,4,61,0,53,1,1449,0,1997-04-15
64,1997,4,242,0,52,0,566,0,1997-04-15
54,1997,4,1511,0,136,0,1021,0,1997-04-15
15,1997,5,3183,0,77,0,3161,0,1997-05-15
15,1997,5,3183,0,77,0,3161,0,1997-05-15
15,1997,5,3183,0,77,0,3161,0,1997-05-15
15,1997,5,3183,0,77,0,3161,0,1997-05-15
30,1997,5,2241,0,77,0,993,0,1997-05-15
30,1997,5,2241,0,77,0,993,0,1997-05-15
30,1997,5,2241,0,77,0,993,0,1997-05-15
27,1997,5,1757,0,77,0,1276,0,1997-05-15
27,1997,5,1757,0,77,0,1276,0,1997-05-15
27,1997,5,1757,0,77,0,1276,0,1997-05-15
27,1997,5,1757,0,77,0,1276,0,1997-05-15
27,1997,5,1757,0,77,0,1276,0,1997-05-15
27,1997,5,1757,0,77,0,1276,0,1997-05-15
27,1997,5,1757,0,77,0,1276,0,1997-05-15
27,1997,5,1757,0,77,0,1276,0,1997-05-15
3,1997,5,508,0,77,0,301,0,1997-05-15
3,1997,5,508,0,77,0,301,0,1997-05-15
3,1997,5,508,0,77,0,301,0,1997-05-15
3,1997,5,508,0,77,0,301,0,1997-05-15
29,1997,5,1633,0,77,0,1089,0,1997-05-15
29,1997,5,1633,0,77,0,1089,0,1997-05-15
25,1997,5,869,0,77,0,1055,0,1997-05-15
16,1997,5,428,0,77,0,515,0,1997-05-15
16,1997,5,428,0,77,0,515,0,1997-05-15
16,1997,5,428,0,77,0,515,0,1997-05-15
16,1997,5,428,0,77,0,515,0,1997-05-15
7,1997,5,686,0,77,0,318,0,1997-05-15
7,1997,5,686,0,77,0,318,0,1997-05-15
31,1997,5,235,0,77,0,156,0,1997-05-15
31,1997,5,235,0,77,0,156,0,1997-05-15
24,1997,5,661,0,77,0,712,0,1997-05-15
24,1997,5,661,0,77,0,712,0,1997-05-15
4,1997,5,1322,0,77,0,844,0,1997-05-15
4,1997,5,1322,0,77,0,844,0,1997-05-15
20,1997,5,812,0,1,0,1330,0,1997-05-15
13,1997,5,1741,0,77,0,572,0,1997-05-15
13,1997,5,1741,0,77,0,572,0,1997-05-15
13,1997,5,1741,0,77,0,572,0,1997-05-15
9,1997,5,1537,0,77,0,692,0,1997-05-15
9,1997,5,1537,0,77,0,692,0,1997-05-15
9,1997,5,1537,0,77,0,692,0,1997-05-15
8,1997,5,1884,0,77,0,1513,0,1997-05-15
8,1997,5,1884,0,77,0,1513,0,1997-05-15
8,1997,5,1884,0,77,0,1513,0,1997-05-15
11,1997,5,721,0,11,0,828,0,1997-05-15
11,1997,5,721,0,11,0,828,0,1997-05-15
11,1997,5,721,0,11,0,828,0,1997-05-15
6,1997,5,384,0,2,0,1211,0,1997-05-15
15,1997,5,633,0,1,0,2702,0,1997-05-15
15,1997,5,633,0,1,0,2702,0,1997-05-15
15,1997,5,633,0,1,0,2702,0,1997-05-15
10,1997,5,2805,0,77,0,2043,0,1997-05-15
2,1997,5,1354,0,77,0,1168,0,1997-05-15
17,1997,5,1355,0,77,0,2363,0,1997-05-15
17,1997,5,1355,0,77,0,2363,0,1997-05-15
12,1997,5,3676,0,77,0,5845,0,1997-05-15
19,1997,5,901,0,77,0,2078,0,1997-05-15
19,1997,5,901,0,77,0,2078,0,1997-05-15
22,1997,5,8424,0,77,0,5229,0,1997-05-15
22,1997,5,8424,0,77,0,5229,0,1997-05-15
22,1997,5,8424,0,77,0,5229,0,1997-05-15
22,1997,5,8424,0,77,0,5229,0,1997-05-15
22,1997,5,8424,0,77,0,5229,0,1997-05-15
23,1997,5,5779,0,77,0,3844,0,1997-05-15
23,1997,5,5779,0,77,0,3844,0,1997-05-15
23,1997,5,5779,0,77,0,3844,0,1997-05-15
23,1997,5,5779,0,77,0,3844,0,1997-05-15
23,1997,5,5779,0,77,0,3844,0,1997-05-15
23,1997,5,5779,0,77,0,3844,0,1997-05-15
23,1997,5,5779,0,77,0,3844,0,1997-05-15
23,1997,5,5779,0,77,0,3844,0,1997-05-15
21,1997,5,4967,0,77,0,2110,0,1997-05-15
21,1997,5,4967,0,77,0,2110,0,1997-05-15
21,1997,5,4967,0,77,0,2110,0,1997-05-15
38,1997,5,1025,0,1,0,1080,0,1997-05-15
38,1997,5,1025,0,1,0,1080,0,1997-05-15
